Username,Key_Gen_Test,Bit_test,Stu_Encryption_test,Stu_Decryption_test,Student_key_Accuracy,GraderKey_Encryption_test,GraderKey_Decryption_test,Grader_key_Accuracy,Total_Score
stbrb,Pass,Pass,Pass,Pass,0.99609375,Pass,Pass,0.9921875,100
